Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Relationscode;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate;
"Oberböhringen";"Bad Überk. Oberböhringen";"10144";"de:08117:144";08117007;"Bad Überkingen";"Bad Überkingen";"GP";"962";"7";"Bus";"964";"31964_";1;"31";9,7807366;48,6177003;
"Oberböhringen Michelsberg";"Bad Überk. Oberböh. Michelsb.";"10145";"de:08117:145";08117007;"Bad Überkingen";"Bad Überkingen";"GP";"962";"7";"Bus";"964";"31964_";1;"31";9,7737892;48,6245907;
"Ebersbach (F)";"Ebersbach (F)";"10151";"de:08117:151";08117018;"Ebersbach an der Fils";"Ebersbach (F)";"GP";"511";"51,4";"Bus;Nachtbus;R-Bahn;Ruftaxi;SEV-Bus";"RE5,MEX16,916,916A,917,924,924A,N91,MEX16E,RT916,RT917,RT924";"11005_,11016_,31916_,31916a,31917_,31924_,31924a,34091_,36016e,50916_,50917_,50924_";12;"11,31,34,36,50";9,5269005;48,7162716;
"Uhingen";"Uhingen";"10152";"de:08117:152";08117051;"Uhingen";"Uhingen";"GP";"611";"61,4,5";"Bus;Nachtbus;R-Bahn;Ruftaxi;SEV-Bus";"RE5,MEX16,911A,916,918,922,922A,N91,MEX16E,RT918,RT922";"11005_,11016_,31911a,31916_,31918_,31922_,31922a,34091_,36016e,50918_,50922_";11;"11,31,34,36,50";9,5846632;48,7086908;
"Faurndau";"Faurndau";"10153";"de:08117:153";08117026;"Göppingen";"Faurndau";"GP";"612";"61,5";"Bus;R-Bahn;SEV-Bus";"MEX16,911,911A,914,914A,915,MEX16E";"11016_,31911_,31911a,31914_,31914a,31915_,36016e";7;"11,31,36";9,6166083;48,7109790;
"Göppingen";"Göppingen";"10154";"de:08117:154";08117026;"Göppingen";"Göppingen";"GP";"711";"61,71,5,6";"Bus;Nachtbus;R-Bahn";"RE5,MEX16,901,901A,902,903,904,905,906,911,911A,912,912A,913,913A,914,914A,915,916A,920,920A,921,921A,931,931A,932,932A,933,933A,934,934A,935,935A,940,941,942,972,980,980A,981,981A,983,983A,984,984A,997,N90,N92,N93,N94,N97,N98,X93";"11005_,11016_,31901_,31901a,31902_,31903_,31904_,31905_,31906_,31911_,31911a,31912_,31912a,31913_,31913a,31914_,31914a,31915_,31916a,31920_,31920a,31921_,31921a,31931_,31931a,31932_,31932a,31933_,31933a,31934_,31934a,31935_,31935a,31940_,31941_,31942_,31972_,31980_,31980a,31981_,31981a,31983_,31983a,31984_,31984a,31997_,34090_,34092_,34093_,34094_,34097_,34098_,35X93_";53;"11,31,34,35";9,6520268;48,7000287;
"Eislingen (F)";"Eislingen (F)";"10155";"de:08117:155";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"71,6";"R-Bahn";"RE5,MEX16";"11005_,11016_";2;"11";9,7047037;48,6966428;
"Salach";"Salach";"10156";"de:08117:156";08117042;"Salach";"Salach";"GP";"713";"71,6";"R-Bahn";"MEX16";"11016_";1;"11";9,7370643;48,6893990;
"Süßen";"Süßen";"10157";"de:08117:157";08117049;"Süßen";"Süßen";"GP";"811";"71,81,6,7";"Bus;R-Bahn;SEV-Bus";"RE5,MEX16,951,951A,970,971,972,972A,984,N97,MEX16E";"11005_,11016_,31951_,31951a,31970_,31971_,31972_,31972a,31984_,34097_,36016e";11;"11,31,34,36";9,7597301;48,6837751;
"Gingen (F)";"Gingen (F)";"10158";"de:08117:158";08117025;"Gingen an der Fils";"Gingen (F)";"GP";"812";"81,7";"R-Bahn";"RE5,MEX16";"11005_,11016_";2;"11";9,7880404;48,6607884;
"Kuchen";"Kuchen";"10159";"de:08117:159";08117033;"Kuchen";"Kuchen (F)";"GP";"911";"81,91,7";"R-Bahn";"RE5,MEX16";"11005_,11016_";2;"11";9,8036387;48,6403661;
"Geislingen West";"Geislingen West";"10160";"de:08117:160";08117024;"Geislingen an der Steige";"Geislingen (Steige)";"GP";"912";"81,91,7,8";"R-Bahn";"RE5,MEX16";"11005_,11016_";2;"11";9,8219639;48,6307674;
"Geislingen (Steige)";"Geislingen (Steige)";"10161";"de:08117:161";08117024;"Geislingen an der Steige";"Geislingen (Steige)";"GP";"913";"91,7,8";"Bus;Nachtbus;R-Bahn;SEV-Bus";"RE5,MEX16,950,950A,951,951A,957,958,958A,959,962,963,964,965,965A,966,966A,N96,MEX16E,46,350";"11005_,11016_,31950_,31950a,31951_,31951a,31957_,31958_,31958a,31959_,31962_,31963_,31964_,31965_,31965a,31966_,31966a,34096_,36016e,75046_,75350_";21;"11,31,34,36,75";9,8418101;48,6192481;
"Oßmannsweiler";"Eybach Oßmannsweiler";"10187";"de:08117:187";08117024;"Geislingen an der Steige";"Eybach";"GP";"913";"7";"Bus";"958,958A";"31958_,31958a";2;"31";9,8560306;48,6324165;
"Gebauer-Markt";"Geislingen (St) Gebauer-Markt";"10199";"de:08117:199";08117024;"Geislingen an der Steige";"Geislingen (Steige)";"GP";"913";"7";"Bus";"950,950A,958,958A,959";"31950_,31950a,31958_,31958a,31959_";5;"31";9,8453877;48,6296085;
"Friedhof";"Böhmenkirch Friedhof";"10201";"de:08117:201";08117010;"Böhmenkirch";"Böhmenkirch";"GP";"960";"7";"Bus";"950,958,958A";"31950_,31958_,31958a";3;"31";9,9329210;48,6871151;
"Post";"Böhmenkirch Post";"10202";"de:08117:202";08117010;"Böhmenkirch";"Böhmenkirch";"GP";"960";"7";"Bus";"950,958,958A,35";"31950_,31958_,31958a,73035_";4;"31,73";9,9360788;48,6852819;
"Rathaus";"Böhmenkirch Rathaus";"10203";"de:08117:203";08117010;"Böhmenkirch";"Böhmenkirch";"GP";"960";"7";"Bus";"950,950A,958,958A,972,972A,N97,35";"31950_,31950a,31958_,31958a,31972_,31972a,34097_,73035_";8;"31,34,73";9,9330403;48,6847490;
"Kirchstraße";"Böhmenkirch Kirchstraße";"10204";"de:08117:204";08117010;"Böhmenkirch";"Böhmenkirch";"GP";"960";"7";"Bus";"958,958A";"31958_,31958a";2;"31";9,9311552;48,6826870;
"Lindenhof";"Böhmenkirch Lindenhof";"10205";"de:08117:205";08117010;"Böhmenkirch";"Böhmenkirch";"GP";"960";"7";"Bus";"958,958A";"31958_,31958a";2;"31";9,9203780;48,6748151;
"Steinenkirch";"Steinenkirch";"10206";"de:08117:206";08117010;"Böhmenkirch";"Steinenkirch";"GP";"960";"7";"Bus";"958,958A";"31958_,31958a";2;"31";9,9106886;48,6638312;
"Roggenmühle";"Eybach Roggenmühle";"10207";"de:08117:207";08117024;"Geislingen an der Steige";"Eybach";"GP";"913";"7";"Bus";"958,958A";"31958_,31958a";2;"31";9,8974482;48,6490793;
"Ortsmitte";"Eybach Ortsmitte";"10208";"de:08117:208";08117024;"Geislingen an der Steige";"Eybach";"GP";"913";"7";"Bus";"958,958A,959";"31958_,31958a,31959_";3;"31";9,8751893;48,6380188;
"Pfingsthalde";"Eybach Pfingsthalde";"10209";"de:08117:209";08117024;"Geislingen an der Steige";"Eybach";"GP";"913";"7";"Bus";"958,958A";"31958_,31958a";2;"31";9,8614620;48,6350738;
"SC-Stadion";"Geisl.(St) SC-Stadion";"10210";"de:08117:210";08117024;"Geislingen an der Steige";"Geislingen (Steige)";"GP";"913";"7";"Bus";"958,958A";"31958_,31958a";2;"31";9,8510363;48,6307090;
"Ulo-Werk";"Geisl.(St) Ulo-Werk";"10211";"de:08117:211";08117024;"Geislingen an der Steige";"Geislingen (Steige)";"GP";"913";"7";"Bus";"950,950A,958,958A,959,962,350";"31950_,31950a,31958_,31958a,31959_,31962_,75350_";7;"31,75";9,8419607;48,6282937;
"Krankenhaus";"Geisl.(St) Krankenhaus";"10212";"de:08117:212";08117024;"Geislingen an der Steige";"Geislingen (Steige)";"GP";"913";"7";"Bus";"950,950A,958,958A,959,962";"31950_,31950a,31958_,31958a,31959_,31962_";6;"31";9,8448885;48,6249000;
"Ortsmitte";"Waldhausen Ortsmitte";"10213";"de:08117:213";08117024;"Geislingen an der Steige";"Waldhausen (Geislingen)";"GP";"913";"7";"Bus";"957,958A,959";"31957_,31958a,31959_";3;"31";9,9107505;48,6356386;
"Christofshof";"Waldhausen Christofshof";"10214";"de:08117:10214";08117024;"Geislingen an der Steige";"Waldhausen (Geislingen)";"GP";"913";"7";"Bus";"958A,959";"31958a,31959_";2;"31";9,8952744;48,6336197;
"Eybtalhalle";"Eybach Eybtalhalle";"10216";"de:08117:216";08117024;"Geislingen an der Steige";"Eybach";"GP";"913";"7";"Bus";"958,958A";"31958_,31958a";2;"31";9,8663615;48,6351629;
"Breiter Weg";"Böhmenkirch Breiter Weg";"10217";"de:08117:217";08117010;"Böhmenkirch";"Böhmenkirch";"GP";"960";"7";"Bus";"950A";"31950a";1;"31";9,9371500;48,6815322;
"Aufhausen";"Aufhausen";"10257";"de:08117:257";08117024;"Geislingen an der Steige";"Aufhausen (Geislingen)";"GP";"913";"7";"Bus";"350";"75350_";1;"75";9,7636777;48,5855758;
"Türkheim";"Türkheim";"10258";"de:08117:258";08117024;"Geislingen an der Steige";"Türkheim";"GP";"913";"7";"Bus";"350";"75350_";1;"75";9,8025655;48,5855719;
"Gewerbe";"Türkheim Gewerbe";"10275";"de:08117:275";08117024;"Geislingen an der Steige";"Türkheim";"GP";"913";"7";"Bus";"350";"75350_";1;"75";9,7964196;48,5791758;
"Mühlstraße";"Süßen Mühlstraße";"10303";"de:08117:303";08117049;"Süßen";"Süßen";"GP";"811";"6,7";"Bus";"970,971,972A";"31970_,31971_,31972a";3;"31";9,7539275;48,6799015;
"Steingartenschule";"Donzdorf Steingartenschule";"10310";"de:08117:310";08117015;"Donzdorf";"Donzdorf";"GP";"953";"6,7";"Bus";"970,971,972,972A";"31970_,31971_,31972_,31972a";4;"31";9,8125786;48,6857972;
"Steighof Abzweig Treffelhausen";"Lstein. Steighof Abzw. Trefhsn";"10315";"de:08117:315";08117061;"Lauterstein";"Lauterstein";"GP";"940";"7";"Bus";"972,972A,N97";"31972_,31972a,34097_";3;"31,34";9,9076732;48,7007519;
"Fa. Grau";"Böhmenkirch Fa. Grau";"10316";"de:08117:316";08117010;"Böhmenkirch";"Böhmenkirch";"GP";"960";"7";"Bus";"950,950A,972,972A,N97";"31950_,31950a,31972_,31972a,34097_";5;"31,34";9,9272723;48,6871877;
"Sonne";"Treffelhausen Sonne";"10317";"de:08117:317";08117010;"Böhmenkirch";"Treffelhausen";"GP";"960";"7";"Bus";"950,950A";"31950_,31950a";2;"31";9,8912910;48,6877866;
"Siedlung";"Schnittlingen Siedlung";"10318";"de:08117:318";08117010;"Böhmenkirch";"Schnittlingen";"GP";"960";"7";"Bus";"950,950A";"31950_,31950a";2;"31";9,8737038;48,6745314;
"Wetterwarte";"Schnittlingen Wetterwarte";"10319";"de:08117:319";08117010;"Böhmenkirch";"Schnittlingen";"GP";"960";"7";"Bus";"950,950A";"31950_,31950a";2;"31";9,8672774;48,6648229;
"Aussiedlerhöfe";"Stötten Aussiedlerhöfe";"10320";"de:08117:320";08117024;"Geislingen an der Steige";"Stötten";"GP";"913";"7";"Bus";"950,950A";"31950_,31950a";2;"31";9,8518072;48,6498937;
"Rathaus";"Nenningen Rathaus";"10329";"de:08117:329";08117061;"Lauterstein";"Nenningen";"GP";"940";"7";"Bus";"972,972A,N97";"31972_,31972a,34097_";3;"31,34";9,8686495;48,7098567;
"Abzweig Degenfeld";"Lauterstein Abzw. Degenfeld";"10330";"de:08117:330";08117061;"Lauterstein";"Lauterstein";"GP";"940";"7";"Bus";"972,972A,N97";"31972_,31972a,34097_";3;"31,34";9,8825647;48,7099218;
"Wannenhöfe";"Aufhausen Wannenhöfe";"10497";"de:08117:497";08117024;"Geislingen an der Steige";"Aufhausen (Geislingen)";"GP";"913";"7";"Bus";"350";"75350_";1;"75";9,7733518;48,5675706;
"Krönerhof";"Aufhausen Krönerhof";"10511";"de:08117:511";08117024;"Geislingen an der Steige";"Aufhausen (Geislingen)";"GP";"913";"7";"Bus";"350";"75350_";1;"75";9,7843194;48,5837103;
"Boschhof";"Türkheim Boschhof";"10512";"de:08117:512";08117024;"Geislingen an der Steige";"Türkheim";"GP";"913";"7";"Bus";"350";"75350_";1;"75";9,7906936;48,5839545;
"Kantstraße";"Göppingen Kantstr.";"11000";"de:08117:1000";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"901";"31901_";1;"31";9,6604450;48,7079751;
"Hauptstraße/Schillerplatz";"Göpp. Hauptstr./Schillerplatz";"11001";"de:08117:1001";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"903,905";"31903_,31905_";2;"31";9,6510456;48,7040000;
"Poststraße/Kaiserbau";"Göpp. Poststr./Kaiserbau";"11004";"de:08117:1004";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"901,901A,903,933,933A,941,942,972,980,980A,983,983A,984,984A,N93,N94,N97,N98";"31901_,31901a,31903_,31933_,31933a,31941_,31942_,31972_,31980_,31980a,31983_,31983a,31984_,31984a,34093_,34094_,34097_,34098_";18;"31,34";9,6598136;48,7022955;
"Ulmer-/Heininger Str.";"Göpp. Ulmer-/Heininger Str.";"11005";"de:08117:1005";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"940,941,972,980,980A,N94";"31940_,31941_,31972_,31980_,31980a,34094_";6;"31,34";9,6648398;48,6981300;
"Ulmer Straße/Freibad";"Göpp. Ulmer Str./Freibad";"11006";"de:08117:1006";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"940,941,972";"31940_,31941_,31972_";3;"31";9,6703424;48,6981880;
"Ulmer-/Reutlinger Straße";"Göpp. Ulmer-/Reutl. Str.";"11007";"de:08117:1007";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"940,941,972";"31940_,31941_,31972_";3;"31";9,6772698;48,6981294;
"Immelmannstraße";"Eislingen (F) Immelmannstr.";"11008";"de:08117:1008";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"940,941,972";"31940_,31941_,31972_";3;"31";9,6815019;48,6976638;
"Poststraße/Fa. Matheis";"Eisl.(F) Poststr./Fa. Matheis";"11009";"de:08117:1009";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"940,941,972,N97";"31940_,31941_,31972_,34097_";4;"31,34";9,6903644;48,6960733;
"Poststraße/Kirche";"Eisl.(F) Poststr./Kirche";"11010";"de:08117:1010";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"940,941,972,N97";"31940_,31941_,31972_,34097_";4;"31,34";9,6969618;48,6947656;
"Alb-/Scheerstraße";"Eisl.(F) Alb-/Scheerstr.";"11011";"de:08117:1011";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"940";"31940_";1;"31";9,7033664;48,6903652;
"Post-/Jägerstr. Silcherschule";"Eisl.(F) Post-/Jägerstr.";"11012";"de:08117:1012";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"941,972,N97";"31941_,31972_,34097_";3;"31,34";9,7024207;48,6936623;
"Scheerstraße/Hallenbad";"Eisl.(F) Scheerstr./Hallenbad";"11013";"de:08117:1013";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"941,941A,972,N97";"31941_,31941a,31972_,34097_";4;"31,34";9,7054973;48,6931668;
"Wasenhof";"Eislingen (F) Wasenhof";"11015";"de:08117:1015";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"940,972";"31940_,31972_";2;"31";9,7082071;48,6936448;
"Hauptstraße 103";"Eislingen (F) Hauptstr. 103";"11016";"de:08117:1016";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"941A,942";"31941a,31942_";2;"31";9,7103089;48,7040003;
"Ziegelbachstraße";"Eisl.(F) Ziegelbachstr.";"11018";"de:08117:1018";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"941A,942";"31941a,31942_";2;"31";9,7107780;48,7064344;
"Zeisigweg/Vogelgarten";"Eislingen (F) Zeisigweg";"11019";"de:08117:1019";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"942";"31942_";1;"31";9,7078577;48,7064973;
"Nord Talstraße";"Eisl.(F) Nord Talstr.";"11020";"de:08117:1020";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"941A";"31941a";1;"31";9,7109104;48,7023330;
"Sudeten-/Danziger Str.";"Eisl.(F) Sud.-/Danziger Str.";"11021";"de:08117:1021";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"942";"31942_";1;"31";9,7197476;48,7037348;
"Sängerstraße";"Eislingen (F) Sängerstr.";"11024";"de:08117:1024";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"942";"31942_";1;"31";9,7141449;48,7052895;
"Leibnizstr./Oesch-Schulen";"Eisl.(F) Leibnizstr./Oesch.";"11025";"de:08117:1025";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"941A,942";"31941a,31942_";2;"31";9,7172219;48,7000097;
"Leibnizstraße";"Eislingen (F) Leibnizstraße";"11027";"de:08117:11027";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"941,941A,942";"31941_,31941a,31942_";3;"31";9,7155058;48,6968280;
"Salacher Str./Friedhof";"Eisl.(F) Salacher Str./Friedh.";"11028";"de:08117:1028";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus;Ruftaxi";"941,941A,942,972A,N97,RT941";"31941_,31941a,31942_,31972a,34097_,50941_";6;"31,34,50";9,7111960;48,6975381;
"Salacher Straße/Zentrum";"Eisl.(F) Salacher Str./Zentrum";"11029";"de:08117:1029";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus;Ruftaxi";"941,941A,942,972A,N97,RT941";"31941_,31941a,31942_,31972a,34097_,50941_";6;"31,34,50";9,7068101;48,6986443;
"Hindenburgstr./Waldhorn";"Eisl.(F) Hindenburgstr.";"11031";"de:08117:1031";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"942,N97";"31942_,34097_";2;"31,34";9,7031240;48,6992873;
"Göppinger Str./I.d.Weingärten";"Eisl.(F) Göppinger Str.";"11032";"de:08117:1032";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"942,N97";"31942_,34097_";2;"31,34";9,6971609;48,7003218;
"Grosseislinger-/Rossbachstr.";"Göpp. Grosseisl.-/Rossb.str";"11033";"de:08117:1033";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"942,N97";"31942_,34097_";2;"31,34";9,6759685;48,7013834;
"Grosseislinger Str./Stadtwerke";"Göpp. Grosseisl. Str./Stadtw.";"11034";"de:08117:1034";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"942";"31942_";1;"31";9,6689231;48,7018023;
"Grosseislinger Str./Bauhof";"Göpp. Grosseisl. Str./Bauhof";"11035";"de:08117:1035";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"942";"31942_";1;"31";9,6641051;48,7011377;
"Geislinger-/Bleichstraße";"Göpp. Geisl.-/Bleichstr.";"11036";"de:08117:1036";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"901,901A,903,904,931,933,933A,934,934A,941,942,972,980,980A,983,984,N97";"31901_,31901a,31903_,31904_,31931_,31933_,31933a,31934_,31934a,31941_,31942_,31972_,31980_,31980a,31983_,31984_,34097_";17;"31,34";9,6569688;48,7008370;
"Geislinger-/Marktstraße";"Göpp. Geisl.-/Marktstr.";"11037";"de:08117:1037";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"901,901A,903,904,931,933,933A,934,934A,941,942,972,980,980A,983,984,N93,N97";"31901_,31901a,31903_,31904_,31931_,31933_,31933a,31934_,31934a,31941_,31942_,31972_,31980_,31980a,31983_,31984_,34093_,34097_";18;"31,34";9,6530897;48,7013266;
"Hauptstr./Bahnhof";"Eisl.(F) Hauptstr./Bahnhof";"11039";"de:08117:1014";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus;SEV-Bus";"940,941,941A,N97,MEX16E";"31940_,31941_,31941a,34097_,36016e";5;"31,34,36";9,7064249;48,6953913;
"Mozartstraße";"Eislingen (F) Mozartstr.";"11040";"de:08117:1040";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"972";"31972_";1;"31";9,7122979;48,6928372;
"Stuttgarter Str./OBI";"Eisl.(F) Stuttgarter Str./OBI";"11043";"de:08117:1043";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"940,941,972";"31940_,31941_,31972_";3;"31";9,6908344;48,6966640;
"Bergstr./Hallenbad";"Eisl.(F) Bergstr./Hallenbad";"11044";"de:08117:1044";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"940,972";"31940_,31972_";2;"31";9,7057975;48,6922927;
"Beundstraße";"Eislingen (F) Beundstr.";"11045";"de:08117:1045";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"940,972";"31940_,31972_";2;"31";9,7093380;48,6919652;
"Holzheimer Straße";"Eislingen (F) Holzheimer Str.";"11047";"de:08117:1047";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus";"940";"31940_";1;"31";9,6986346;48,6919677;
"Schlossplatz/Bahnhof";"Eisl.(F) Schlossplatz/Bahnhof";"11049";"de:08117:1049";08117019;"Eislingen/Fils";"Eislingen (F)";"GP";"712";"6";"Bus;Ruftaxi;SEV-Bus";"940,942,N97,MEX16E,RT941";"31940_,31942_,34097_,36016e,50941_";5;"31,34,36,50";9,7057767;48,6976075;
"Barbarossasee";"Göppingen Barbarossasee";"11050";"de:08117:1050";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"901";"31901_";1;"31";9,6685520;48,7065974;
"Hailingstraße";"Göppingen Hailingstraße";"11051";"de:08117:1051";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"901";"31901_";1;"31";9,6641299;48,7071536;
"Mörikestr./Parkhaus";"Göpp. Mörikestr./Parkhaus";"11053";"de:08117:1053";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"901A,904,905,931,934,934A,N93";"31901a,31904_,31905_,31931_,31934_,31934a,34093_";7;"31,34";9,6587677;48,7023104;
"Wilhelmshilfe";"Göppingen Wilhelmshilfe";"11056";"de:08117:1056";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"901,901A,903,933,933A";"31901_,31901a,31903_,31933_,31933a";5;"31";9,6613956;48,7027540;
"Schützenstraße";"Göppingen Schützenstr.";"11057";"de:08117:1057";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"901,901A,904,931,931A,933,933A,934,934A,941,942,972,980,980A,983,983A,984,984A,N93,N94,N97,N98";"31901_,31901a,31904_,31931_,31931a,31933_,31933a,31934_,31934a,31941_,31942_,31972_,31980_,31980a,31983_,31983a,31984_,31984a,34093_,34094_,34097_,34098_";22;"31,34";9,6556711;48,7023821;
"Kornhausplatz";"Göppingen Kornhausplatz";"11058";"de:08117:1058";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"903,905";"31903_,31905_";2;"31";9,6548353;48,7039336;
"Storchen";"Göppingen Storchen";"11059";"de:08117:1059";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"903,905";"31903_,31905_";2;"31";9,6504224;48,7030863;
"Vordere Karlstraße";"Göppingen Vordere Karlstr.";"11060";"de:08117:1060";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus;Nachtbus";"941,972,980,980A,N94";"31941_,31972_,31980_,31980a,34094_";5;"31,34";9,6623450;48,7005633;
"Wertstoffhof";"Göppingen Wertstoffhof";"11061";"de:08117:1061";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"942";"31942_";1;"31";9,6728622;48,7017433;
"Lenbachstraße";"Göppingen Lenbachstr.";"11062";"de:08117:1062";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"903";"31903_";1;"31";9,6711338;48,7045771;
"Gartenfreunde";"Göppingen Gartenfreunde";"11064";"de:08117:1064";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"903";"31903_";1;"31";9,6849005;48,7038485;
"Heubachstraße";"Göppingen Heubachstr.";"11065";"de:08117:1065";08117026;"Göppingen";"Göppingen";"GP";"711";"5,6";"Bus";"940,980,980A";"31940_,31980_,31980a";3;"31";9,6624950;48,6975050;
"Schurwaldweg";"Birenbach Schurwaldweg";"11100";"de:08117:1100";08117009;"Birenbach";"Birenbach";"GP";"961";"5";"Bus";"931A,932A";"31931a,31932a";2;"31";9,6552520;48,7495772;
"Geißberg";"Birenbach Geißberg";"11101";"de:08117:1101";08117009;"Birenbach";"Birenbach";"GP";"961";"5";"Bus";"931A,932A";"31931a,31932a";2;"31";9,6594690;48,7507312;
"Rathaus";"Birenbach Rathaus";"11102";"de:08117:1102";08117009;"Birenbach";"Birenbach";"GP";"961";"5";"Bus";"931A,932A";"31931a,31932a";2;"31";9,6613185;48,7476272;
"Lorcher-/Bahnhofstraße";"Birenb. Lorcher-/Bahnhofstr.";"11103";"de:08117:1103";08117009;"Birenbach";"Birenbach";"GP";"961";"5";"Bus;Nachtbus";"931,931A,932,932A,N93,X93";"31931_,31931a,31932_,31932a,34093_,35X93_";6;"31,34,35";9,6604240;48,7457798;
"Krettenhof B297";"Göpp. Krettenhof B297";"11104";"de:08117:1104";08117026;"Göppingen";"Göppingen";"GP";"945";"5";"Bus";"931,931A,932,932A";"31931_,31931a,31932_,31932a";4;"31";9,6708132;48,7468528;
"B297 Schützenhof";"Wäschenb. B297 Schützenhof";"11105";"de:08117:1105";08117053;"Wäschenbeuren";"Wäschenbeuren";"GP";"931";"5";"Bus";"931,931A,932,932A";"31931_,31931a,31932_,31932a";4;"31";9,6739389;48,7507823;
"Marktplatz";"Wäschenbeuren Marktplatz";"11106";"de:08117:1106";08117053;"Wäschenbeuren";"Wäschenbeuren";"GP";"931";"5";"Bus;Nachtbus";"931,931A,932,932A,N93,X93";"31931_,31931a,31932_,31932a,34093_,35X93_";6;"31,34,35";9,6851610;48,7589981;
"Bahnhofstraße";"Wäschenbeuren Bahnhofstr.";"11107";"de:08117:1107";08117053;"Wäschenbeuren";"Wäschenbeuren";"GP";"931";"5";"Bus";"931A";"31931a";1;"31";9,6888776;48,7572674;
"Schillerstraße";"Wäschenbeuren Schillerstr.";"11108";"de:08117:1108";08117053;"Wäschenbeuren";"Wäschenbeuren";"GP";"931";"5";"Bus";"931A";"31931a";1;"31";9,6911990;48,7599242;
"Friedhof";"Wäschenbeuren Friedhof";"11109";"de:08117:1109";08117053;"Wäschenbeuren";"Wäschenbeuren";"GP";"931";"5";"Bus";"931,931A";"31931_,31931a";2;"31";9,6889253;48,7617453;
"Siemensstraße";"Wangen Siemensstr.";"11136";"de:08117:1136";08117055;"Wangen";"Wangen (GP)";"GP";"932";"5";"Bus;Ruftaxi";"912,912A,915,RT915";"31912_,31912a,31915_,50915_";4;"31,50";9,6121404;48,7190242;
